Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (watts),CHP unit/s size - thermal (watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Onsite laundry (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£)
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RQM91,WEST MIDDLESEX UNIVERSITY HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,TW7 6AF,"2,981,608","2,794,359",0,"896,040","4,843,306",0,Not Applicable,"2,134,418",0,"856,857","90,286","535,606","453,702",0,0,"48,846",100,"127,991",7.54,0,0,480,280,"32,449",104,95,102,"1,845",769,681,"8,873",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,49,79,2,0,0,"295,000","81,000",6.2,4.74,45.12,10.33,0.56,25.16,0,3.03,4.86,1,"519,000","687,000",62,"12,514,341","3,579,650","4,129,900",0,0,Yes,"1,598,548","1,015,987","6,688,655","518,435","17,311,190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"341,920","186,674",0,0,"80,473",193,0,0,0,0,"156,494",431,0,0,"20,595",167,"9,959",54.56,0,0,"71,494",399,0,0,"12,687",103,"44,565.00",0,0,"190,224",740,86,8,2,0.08,Yes,0,0,"2,440,916",74,0,0,"2,150,996","456,357",Complete hostess service,0,0,1. Contracted – Full service,"712,147",Not Applicable,"1,783,833",No,0,0,"1,163,849",46,0,0
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RQMORS,OTHER REPORTABLE SITES,Other Reportable Site,,,LW10 9NH,0,0,"2,252,065","755,155",0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"12,861",100,"36,037",Not Applicable,Not Applicable,0,0,0,"4,773",0,241,532,924,0,0,"6,391",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"185,250","873,909","3,707","589,773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"15,605","6,121",Not Applicable,Not Applicable,"19,494",20,"5,511",8,0,0,0,0,0,0,"2,128",19,0,0,0,0,"3,232",19,0,0,"1,625",14,"5,842.00",Not Applicable,Not Applicable,0,0,0,0,0,0,No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable,0,0,Complete hostess service,Not Applicable,Not Applicable,6. No service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RQWG0,PRINCESS ALEXANDRA HOSPITAL,1. General acute hospital,1. Freehold,,CM20 1QX,"2,794,000","3,312,000","156,180","835,835",0,0,Not Applicable,"1,821,705","29,950","718,211","370,601","3,368,848","503,723",Not Applicable,Not Applicable,"58,572",90.17,"127,686",11.61,1.69,0,"2,784","1,228","38,620","1,236",238,944,"2,643",252,0,"10,319",307,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,33.8,30.61,0,2.58,79,32,3,"7,183,762","12,406,819","23,370,795","296,750",5.16,19.29,2.57,0,2.7,0.9,34.13,18.42,16.83,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"40,282","260,338","346,426","14,082,358","47,582","2,180",0,0,"1,302,473","8,863,316",0,0,"31,299","60,634",0,0,0,"60,634",Not Applicable,Not Applicable,"235,914","285,449",Not Applicable,Not Applicable,"36,468",67.6,"102,711",287.1,"41,865",152.1,0,0,"81,072",507.49,"11,737",89,"3,064",19.92,0,0,0,0,0,0,"12,311",38.52,"59,428.00",Not Applicable,Not Applicable,"257,393","1,325",36,0,0.73,0.2,No,Not Applicable,Not Applicable,"2,733,254",101.6,Not Applicable,Not Applicable,"2,534,537","508,044",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"576,836",Not Applicable,"1,938,532",No,Not Applicable,Not Applicable,"1,154,103",41.76,Not Applicable,Not Applicable
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RQWORS,OTHER REPORTABLE SITES,Other Reportable Site,,,CM20 1QX,0,0,"601,509",0,0,0,0,0,0,0,"635,653","311,839",0,Not Applicable,Not Applicable,"5,917",0,0,Not Applicable,Not Applicable,0,0,0,"4,434",352,0,0,220,0,0,874,37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,0,0,0,0,0,0,None,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,6. No service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,RQX41,MARY SEACOLE NURSING HOME,8. Other inpatient,5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,E9 6SR,"103,859",0,0,0,0,"187,058",0,"271,299",0,0,0,"278,976","38,440",Not Applicable,Not Applicable,"2,448",100,"7,344",Not Applicable,Not Applicable,0,0,0,"1,649",0,0,0,0,0,0,799,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,50,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"31,028","228,400","11,602","459,784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"26,978","5,707",Not Applicable,Not Applicable,"2,918",6.84,602,2.86,"3,238",20.42,Not Applicable,Not Applicable,0,0,345,5.76,505,8.32,0,0,529,6.3,Not Applicable,Not Applicable,0,0,0,Not Applicable,Not Applicable,0,0,0,0,0,0,None,Not Applicable,Not Applicable,"101,803",6,Not Applicable,Not Applicable,"168,091","25,580",Partial hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"21,074",Not Applicable,"92,290",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,RQXM1,HOMERTON UNIVERSITY HOSPITAL,1. General acute hospital,1. Freehold,,E9   6SR,"6,699,346","4,435,000","3,763,393","1,462,017","179,162","2,246,909",Not Applicable,"3,258,801","71,356","1,368,491",0,"3,351,015","461,735",Not Applicable,Not Applicable,"55,000",99,"138,841",6,0,0,771,314,"38,664",265,350,190,"1,500",452,0,"11,815",129,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,15.4,11.7,1,3,21,35,6,"2,671,340","3,404,820","5,050,380","1,283,858",1,7,3,88,0,0,0,0,1,1,"310,000","357,000",75,"5,670,563","2,281,550","1,943,833",0,0,Yes,0,"1,143,454","9,706,816","420,497","18,976,363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"206,952","114,331",Not Applicable,Not Applicable,"44,612",104.56,"39,957",189.94,"24,958",157.38,0,0,0,0,"9,463",157.98,0,0,0,0,"48,312",575.45,0,0,0,0,0,Not Applicable,Not Applicable,"30,499",239,11,6,0,0.15,No,Not Applicable,Not Applicable,"2,287,246",93,Not Applicable,Not Applicable,"2,019,086","347,671",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"543,511",Not Applicable,"2,380,207",No,Not Applicable,Not Applicable,"821,886",32,Not Applicable,Not Applicable
RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,RQXORS,OTHER REPORTABLE SITES,Other Reportable Site,,,E9 6SR,0,0,0,0,0,"23,171",0,"39,548","2,322",0,"25,362","18,277","20,667",Not Applicable,Not Applicable,"1,732",100,"4,372",Not Applicable,Not Applicable,0,0,0,"1,732",0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13.6,54.9,0,19.5,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"9,526","52,850","1,516","26,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"1,041",241,Not Applicable,Not Applicable,"1,594",0.56,944,1.61,809,1.23,0,0,0,0,"2,308",9.47,0,0,0,0,"1,951",8.02,0,0,0,0,0,Not Applicable,Not Applicable,0,16,2,0,0,0,No,Not Applicable,Not Applicable,"55,921",2.5,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,6. No service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RQY01,SPRINGFIELD UNIVERSITY HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,SW17 7DJ,"1,869,522","4,269,010",0,"267,422",0,0,Not Applicable,"1,623,214","22,500",0,0,"1,019,585","291,984",Not Applicable,Not Applicable,"36,175",100,"102,014",10,0,0,0,0,"15,884",31,350,405,"3,266",651,"1,345","10,441",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,6,0,66,168,0,0,0,0,0,11.11,0,33.33,0,11.12,0,0,0,44.44,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"516,821","3,723,166","408,748","10,411,596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"462,307",100,Not Applicable,Not Applicable,"3,922",2.85,"6,598",15.87,0,0,"10,520",18.72,0,0,"33,626",200.26,"4,821",18.29,0,0,"62,930",325,0,0,"4,985",1,725,Not Applicable,Not Applicable,"7,543",424,23,4,1,0.5,No,Not Applicable,Not Applicable,"1,530,701",37.8,Not Applicable,Not Applicable,"843,604","187,116",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"60,162",Not Applicable,"146,154",No,Not Applicable,Not Applicable,"418,971",9.6,Not Applicable,Not Applicable
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RQY07,QUEEN MARY'S HOSPITAL,6. Mental Health and Learning Disabilities,7. Leased from NHS Property Services,2. Leased and fully serviced by the landlord,SW15 5PN,0,0,"4,945,401",0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"5,183",100,"14,615",Not Applicable,Not Applicable,0,0,0,"3,123",0,0,0,0,0,0,"1,424",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,69,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,455,32,0,2,2,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RQY08,TOLWORTH HOSPITAL,6. Mental Health and Learning Disabilities,1. Freehold,,KT6  7QU,"247,335","996,009",0,"205,294",0,0,Not Applicable,"811,607","11,450",0,0,"414,887","129,268",Not Applicable,Not Applicable,"14,902",100,"42,025",3,0,0,0,0,"2,574",0,0,0,78,608,0,"4,584",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,44,0,33,6,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"118,872","844,457","94,893","2,414,969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"27,648",100,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"5,029",220,9,2,1,0.5,No,Not Applicable,Not Applicable,"1,020,467",25.2,Not Applicable,Not Applicable,"485,793","20,790",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"33,841",Not Applicable,"97,436",No,Not Applicable,Not Applicable,"158,654",3.8,Not Applicable,Not Applicable
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RQYORS,OTHER REPORTABLE SITES,Other Reportable Site,,,SW17 7DJ,"337,597","825,369","2,209,714","253,718",0,0,0,"270,536","7,080",0,0,"178,372","8,954",Not Applicable,Not Applicable,"13,666",100,"27,622",Not Applicable,Not Applicable,0,0,0,"2,808",0,0,0,641,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,18.2,18.2,63,63,70,9,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"91,031",100,"39,158",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"13,575",1,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,0,22,3,0,1,0.5,No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,6. No service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - SMALL,RR7EN,QUEEN ELIZABETH HOSPITAL,1. General acute hospital,1. Freehold,,NE9  6SX,"2,599,171","1,923,000",0,"1,291,271","646,000",0,Not Applicable,"2,207,413","68,044","1,589,175","91,913","1,767,007","303,090",Not Applicable,Not Applicable,"88,597",100,"168,378",13.57,0,118,"4,135",372,"61,445",509,0,353,"3,240",612,247,"8,493","1,042",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0.55,1.71,6.76,184,48,24,"175,000","1,476,000","3,473,000","2,330,500",13,13,27,12,3,14,0,0,18,2,"560,000","560,000",44,0,"346,135","1,220,938",0,0,No,Not Applicable,"1,070,816","8,012,370","575,082","24,920,986","5,241","54,500",0,0,"147,940","1,234,701",0,0,0,0,"17,019",0,0,0,Not Applicable,Not Applicable,"280,468","142,350",Not Applicable,Not Applicable,"54,370",69.17,"128,462",332.43,"41,417",145.37,0,0,0,0,"4,320",56.94,0,0,15,0.01,"168,018",960,0,0,"12,886",61.4,"583,051.00",Not Applicable,Not Applicable,"65,722","1,764",52,9,1.16,0.1,No,Not Applicable,Not Applicable,"3,155,074",141,Not Applicable,Not Applicable,"1,922,144","571,932",Partial hostess service,Not Applicable,Not Applicable,4. Hybrid,"772,615","55,619","2,488,517",No,Not Applicable,Not Applicable,"1,373,306",38.25,Not Applicable,Not Applicable
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - SMALL,RR7ORS,OTHER REPORTABLE SITES,Other Reportable Site,,,NE9 6SX,"123,829",0,0,"97,981",0,0,0,"354,670","10,167","16,833",0,"105,456","53,486",Not Applicable,Not Applicable,"13,658",100,"33,552",Not Applicable,Not Applicable,0,0,0,"6,831",0,593,0,895,65,0,"4,309",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,4.6,6.9,0,0,0,0,"164,000","75,000","100,000",0,11,0,20,0,2,0,0,67,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"86,193","657,148","52,252","1,783,610",0,0,0,0,0,0,0,0,0,0,"2,543",0,0,0,Not Applicable,Not Applicable,"8,434","4,967",Not Applicable,Not Applicable,"2,742",1.67,917,1.16,"1,045",3.17,0,0,0,0,"3,182",10.4,0,0,0,0,"13,708",53.1,0,0,0,0,"32,717.00",Not Applicable,Not Applicable,"7,641",193,10,1,1.16,0.1,No,Not Applicable,Not Applicable,"127,457",8,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,6. No service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"16,500",0.75,Not Applicable,Not Applicable
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - TEACHING,RR801,LEEDS GENERAL INFIRMARY,1. General acute hospital,1. Freehold,,LS1  3EX,"5,113,849","6,466,461","14,508","1,973,009","1,533,486",0,Not Applicable,"5,586,792","183,073","2,427,976","266,859","7,697,053","198,187",Not Applicable,Not Applicable,"212,463",100,"541,061",9.9,0.65,0,"7,315",395,"80,117","1,407",8,74,"9,751",635,534,"88,711",397,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,6,5,0,157,87,10,"106,486","21,671,422","35,719,177","2,174,096",0,0,25.4,8.14,36.66,3.86,3.62,0,22.32,5,"13,200,000",0,79,"36,119,254","13,814,227","16,527,930",0,"170,411",Yes,"11,915,121","2,199,265","13,797,428","1,601,559","104,025,154","15,822","257,681",0,0,0,0,0,0,0,0,"416,869",0,0,0,Not Applicable,Not Applicable,"429,663","251,924",Not Applicable,Not Applicable,"429,848",260.1,"493,139",363,"82,641",371.18,0,0,0,0,"20,311",198.34,0,0,0,0,"142,853",964.8,0,0,"39,634",284.42,0,Not Applicable,Not Applicable,"182,009","1,107",41,0,1.4,0.19,No,Not Applicable,Not Applicable,"7,412,563",268.49,Not Applicable,Not Applicable,"3,113,318","660,559",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"1,153,663",Not Applicable,"3,277,455",No,Not Applicable,Not Applicable,"2,237,845",73.99,Not Applicable,Not Applicable
